accession,protein_accession,collection_date,sgene_begin,sgene_end,location,region
MW467502.1,QQO76700.1,2020-07-28,21563,25384,Egypt,Africa
MW467501.1,QQO76688.1,2020-07-04,21563,25384,Egypt,Africa
MW467500.1,QQO76676.1,2020-08-02,21563,25384,Egypt,Africa
MW467499.1,QQO76664.1,2020-07-12,21563,25384,Egypt,Africa
MW467498.1,QQO76652.1,2020-06-30,21563,25384,Egypt,Africa
MW467497.1,QQO76640.1,2020-07-04,21563,25384,Egypt,Africa
MW467496.1,QQO76628.1,2020-07-12,21563,25384,Egypt,Africa
MW467495.1,QQO76616.1,2020-06-30,21563,25384,Egypt,Africa
MW467494.1,QQO76604.1,2020-07-16,21563,25384,Egypt,Africa
MW467493.1,QQO76592.1,2020-06-21,21563,25384,Egypt,Africa
MW467492.1,QQO76580.1,2020-08-24,21563,25384,Egypt,Africa
MW467491.1,QQO76568.1,2020-06-26,21563,25384,Egypt,Africa
MW467490.1,QQO76556.1,2020-07-05,21563,25384,Egypt,Africa
MW467489.1,QQO76544.1,2020-06-22,21563,25384,Egypt,Africa
MW467488.1,QQO76532.1,2020-06-11,21563,25384,Egypt,Africa
MW467487.1,QQO76520.1,2020-08-03,21563,25384,Egypt,Africa
MW467486.1,QQO76508.1,2020-08-11,21563,25384,Egypt,Africa
MW467485.1,QQO76496.1,2020-06-18,21563,25384,Egypt,Africa
MW467484.1,QQO76484.1,2020-07-16,21563,25384,Egypt,Africa
MW467483.1,QQO76472.1,2020-06-30,21563,25384,Egypt,Africa
MW467482.1,QQO76460.1,2020-06-26,21563,25384,Egypt,Africa
MW467481.1,QQO76448.1,2020-08-02,21563,25384,Egypt,Africa
MW467480.1,QQO76436.1,2020-07-16,21563,25384,Egypt,Africa
MW467479.1,QQO76424.1,2020-08-02,21563,25384,Egypt,Africa
MW467478.1,QQO76412.1,2020-07-28,21563,25384,Egypt,Africa
MW467477.1,QQO76400.1,2020-06-30,21563,25384,Egypt,Africa
MW467476.1,QQO76388.1,2020-07-23,21563,25384,Egypt,Africa
MW467475.1,QQO76376.1,2020-07-02,21563,25384,Egypt,Africa
MW467474.1,QQO76364.1,2020-06-29,21563,25384,Egypt,Africa
MW467473.1,QQO76352.1,2020-06-29,21563,25384,Egypt,Africa
MW467472.1,QQO76340.1,2020-07-08,21563,25384,Egypt,Africa
MW467471.1,QQO76328.1,2020-06-11,21563,25384,Egypt,Africa
MW467470.1,QQO76316.1,2020-07-25,21563,25384,Egypt,Africa
MW467469.1,QQO76304.1,2020-08-03,21563,25384,Egypt,Africa
MW467468.1,QQO76292.1,2020-06-12,21563,25384,Egypt,Africa
MW467467.1,QQO76280.1,2020-07-12,21563,25384,Egypt,Africa
MW467466.1,QQO76268.1,2020-07-23,21563,25384,Egypt,Africa
MW467465.1,QQO76256.1,2020-08-02,21563,25384,Egypt,Africa
MW467464.1,QQO76244.1,2020-06-29,21563,25384,Egypt,Africa
MW467463.1,QQO76232.1,2020-08-11,21563,25384,Egypt,Africa
MW467462.1,QQO76220.1,2020-07-19,21563,25384,Egypt,Africa
MW467461.1,QQO76208.1,2020-06-18,21563,25384,Egypt,Africa
MW467460.1,QQO76196.1,2020-07-16,21563,25384,Egypt,Africa
MW467459.1,QQO76184.1,2020-07-11,21563,25384,Egypt,Africa
MW467458.1,QQO76172.1,2020-07-23,21563,25384,Egypt,Africa
MW467457.1,QQO76160.1,2020-07-01,21563,25384,Egypt,Africa
MW467456.1,QQO76148.1,2020-07-28,21563,25384,Egypt,Africa
MW467455.1,QQO76136.1,2020-06-30,21563,25384,Egypt,Africa
MW467454.1,QQO76124.1,2020-08-03,21563,25384,Egypt,Africa
MW467453.1,QQO76112.1,2020-06-20,21563,25384,Egypt,Africa
MW467452.1,QQO76100.1,2020-06-12,21563,25384,Egypt,Africa
MW467451.1,QQO76088.1,2020-07-12,21563,25384,Egypt,Africa
MW467450.1,QQO76076.1,2020-07-23,21563,25384,Egypt,Africa
MW467449.1,QQO76064.1,2020-08-02,21563,25384,Egypt,Africa
MW467448.1,QQO76052.1,2020-06-29,21563,25384,Egypt,Africa
MW467447.1,QQO76040.1,2020-08-11,21563,25384,Egypt,Africa
MW467446.1,QQO76028.1,2020-07-19,21563,25384,Egypt,Africa
MW467445.1,QQO76016.1,2020-08-02,21563,25384,Egypt,Africa
MW467444.1,QQO76004.1,2020-07-16,21563,25384,Egypt,Africa
MW467443.1,QQO75992.1,2020-07-11,21563,25384,Egypt,Africa
MW467442.1,QQO75980.1,2020-07-28,21563,25384,Egypt,Africa
MW467441.1,QQO75968.1,2020-06-30,21563,25384,Egypt,Africa
MW467440.1,QQO75956.1,2020-07-28,21563,25384,Egypt,Africa
MW467439.1,QQO75944.1,2020-07-04,21563,25384,Egypt,Africa
MW467438.1,QQO75932.1,2020-07-05,21563,25384,Egypt,Africa
MW467437.1,QQO75920.1,2020-08-02,21563,25384,Egypt,Africa
MW467436.1,QQO75908.1,2020-05-27,21563,25384,Egypt,Africa
MW467435.1,QQO75896.1,2020-05-25,21563,25384,Egypt,Africa
MW467434.1,QQO75884.1,2020-05-21,21563,25384,Egypt,Africa
MW467433.1,QQO75872.1,2020-07-04,21563,25384,Egypt,Africa
MW467432.1,QQO75860.1,2020-07-04,21563,25384,Egypt,Africa
MW467431.1,QQO75848.1,2020-07-03,21563,25384,Egypt,Africa
MW467430.1,QQO75836.1,2020-06-09,21563,25384,Egypt,Africa
MW467429.1,QQO75824.1,2020-05-20,21563,25384,Egypt,Africa
MW467428.1,QQO75812.1,2020-04-29,21563,25384,Egypt,Africa
MW467427.1,QQO75800.1,2020-05-20,21563,25384,Egypt,Africa
MW467426.1,QQO75788.1,2020-05-15,21563,25384,Egypt,Africa
MW467425.1,QQO75776.1,2020-05-14,21563,25384,Egypt,Africa
MW467424.1,QQO75764.1,2020-05-07,21563,25384,Egypt,Africa
MW467423.1,QQO75752.1,2020-06-08,21563,25384,Egypt,Africa
MW467422.1,QQO75740.1,2020-05-30,21563,25384,Egypt,Africa
MW467421.1,QQO75728.1,2020-05-24,21563,25384,Egypt,Africa
MW467420.1,QQO75716.1,2020-05-14,21563,25384,Egypt,Africa
MW467419.1,QQO75704.1,2020-05-16,21563,25384,Egypt,Africa
MW467418.1,QQO75692.1,2020-05-24,21563,25384,Egypt,Africa
MW466800.1,QQO75631.1,2020-07-28,21562,25383,South Korea,Asia
MW466799.1,QQO75619.1,2020-07-28,21563,25384,South Korea,Asia
MW466798.1,QQO75607.1,2020-07-28,21563,25384,South Korea,Asia
MW466797.1,QQO75595.1,2020-07-28,21563,25384,South Korea,Asia
MW466796.1,QQO75583.1,2020-03-17,21562,25383,South Korea,Asia
MW466795.1,QQO75571.1,2020-03-17,21562,25383,South Korea,Asia
MW466794.1,QQO75559.1,2020-03-17,21563,25384,South Korea,Asia
MW466793.1,QQO75547.1,2020-03-17,21562,25383,South Korea,Asia
MW466792.1,QQO75535.1,2020-03-17,21563,25384,South Korea,Asia
MW466791.1,QQO75523.1,2020-02-06,21562,25383,South Korea,Asia
MW476698.1,QQP17060.1,2020-09-11,21528,25349,USA: North Carolina,North America
MW476697.1,QQP17048.1,2020-09-11,21527,25348,USA: North Carolina,North America
MW476696.1,QQP17036.1,2020-09-11,21527,25348,USA: North Carolina,North America
MW476695.1,QQP17024.1,2020-09-11,21546,25367,USA: North Carolina,North America
MW476694.1,QQP17012.1,2020-09-11,21551,25372,USA: North Carolina,North America
MW476693.1,QQP17000.1,2020-09-11,21527,25348,USA: North Carolina,North America
MW476657.1,QQP16416.1,2020-12-10,21561,25382,USA,North America
MW476654.1,QQP16380.1,2020-12-15,21547,25368,USA,North America
MW476652.1,QQP16356.1,2020-12-10,21561,25382,USA,North America
MW476648.1,QQP16308.1,2020-12-11,21559,25380,USA,North America
MW476643.1,QQP16248.1,2020-12-12,21563,25384,USA,North America
MW476642.1,QQP16236.1,2020-12-10,21561,25382,USA,North America
MW476639.1,QQP16201.1,2020-12-10,21529,25350,USA,North America
MW476631.1,QQP16105.1,2020-12-12,21553,25374,USA,North America
MW476622.1,QQP15997.1,2020-12-11,21538,25359,USA,North America
MW476603.1,QQP15769.1,2020-12-15,21559,25380,USA,North America
MW476590.1,QQP15613.1,2020-12-12,21561,25382,USA,North America
MW476562.1,QQP15507.1,2020-12-10,21560,25381,USA,North America
MW476548.1,QQP15343.1,2020-12-10,21561,25382,USA,North America
MW485088.1,QQP64021.1,2020-12-31,21555,25367,USA,North America
MW484851.1,QQP59297.1,2020-12-15,21546,25367,USA: MD,North America
MW484850.1,QQP59285.1,2020-12-15,21554,25375,USA: MD,North America
MW484849.1,QQP59273.1,2020-12-12,21528,25349,USA: MD,North America
MW484848.1,QQP59261.1,2020-12-18,21526,25347,USA: MD,North America
MW484847.1,QQP59249.1,2020-12-20,21560,25381,USA: MD,North America
MW484846.1,QQP59237.1,2021-01-06,21530,25351,USA: MD,North America
MW484845.1,QQP59225.1,2021-01-05,21526,25347,USA: MD,North America
MW484844.1,QQP59213.1,2021-01-04,21554,25375,USA: MD,North America
MW484843.1,QQP59201.1,2021-01-04,21527,25348,USA: MD,North America
MW484842.1,QQP59189.1,2021-01-04,21552,25373,USA: MD,North America
MW484840.1,QQP59165.1,2021-01-05,21562,25383,USA: MD,North America
MW484839.1,QQP59153.1,2021-01-05,21545,25366,USA: MD,North America
MW484838.1,QQP59141.1,2021-01-05,21559,25380,USA: MD,North America
MW484837.1,QQP59129.1,2021-01-05,21559,25380,USA: MD,North America
MW484836.1,QQP59117.1,2021-01-05,21527,25348,USA: MD,North America
MW484835.1,QQP59105.1,2021-01-05,21527,25348,USA: MD,North America
MW484834.1,QQP59093.1,2021-01-05,21554,25375,USA: MD,North America
MW484833.1,QQP59081.1,2021-01-05,21563,25384,USA: MD,North America
MW484832.1,QQP59069.1,2021-01-04,21559,25380,USA: MD,North America
MW484831.1,QQP59057.1,2021-01-04,21560,25381,USA: MD,North America
MW484830.1,QQP59045.1,2021-01-04,21542,25363,USA: MD,North America
MW484829.1,QQP59033.1,2021-01-04,21527,25348,USA: MD,North America
MW484828.1,QQP59021.1,2021-01-04,21528,25349,USA: MD,North America
MW484827.1,QQP59009.1,2021-01-04,21527,25348,USA: MD,North America
MW484826.1,QQP58997.1,2021-01-04,21546,25367,USA: MD,North America
MW484825.1,QQP58985.1,2021-01-04,21535,25356,USA: MD,North America
MW484824.1,QQP58973.1,2021-01-04,21527,25348,USA: MD,North America
MW484823.1,QQP58961.1,2021-01-04,21556,25377,USA: MD,North America
MW484822.1,QQP58949.1,2021-01-04,21530,25351,USA: MD,North America
MW484821.1,QQP58937.1,2021-01-04,21538,25359,USA: MD,North America
MW484820.1,QQP58925.1,2021-01-04,21526,25347,USA: MD,North America
MW484819.1,QQP58913.1,2020-12-31,21527,25348,USA: MD,North America
MW484818.1,QQP58901.1,2020-12-31,21527,25348,USA: MD,North America
MW484817.1,QQP58889.1,2020-12-30,21560,25381,USA: MD,North America
MW484816.1,QQP58877.1,2020-12-30,21538,25359,USA: MD,North America
MW484815.1,QQP58865.1,2020-12-30,21563,25384,USA: MD,North America
MW484814.1,QQP58853.1,2020-12-31,21526,25347,USA: MD,North America
MW484813.1,QQP58841.1,2020-12-30,21555,25376,USA: MD,North America
MW484812.1,QQP58829.1,2020-12-30,21552,25373,USA: MD,North America
MW483845.1,QQP58817.1,2020-12-01,21555,25376,"USA: SC, BEAUFORT",North America
MW483844.1,QQP58805.1,2020-12-01,21539,25360,"USA: SC, BEAUFORT",North America
MW483843.1,QQP58793.1,2020-12-01,21552,25373,"USA: SC, DARLINGTON",North America
MW483842.1,QQP58781.1,2020-12-01,21546,25367,"USA: SC, DARLINGTON",North America
MW483841.1,QQP58769.1,2020-12-02,21525,25346,"USA: SC, HORRY",North America
MW483840.1,QQP58757.1,2020-12-02,21525,25346,"USA: SC, HORRY",North America
MW483839.1,QQP58745.1,2020-12-02,21525,25346,"USA: SC, HORRY",North America
MW483838.1,QQP58733.1,2020-12-02,21525,25346,"USA: SC, GREENVILLE",North America
MW483837.1,QQP58721.1,2021-01-02,21525,25346,"USA: SC, DORCHESTER",North America
MW483836.1,QQP58709.1,2021-01-02,21525,25346,"USA: SC, BERKELEY",North America
MW483835.1,QQP58697.1,2021-01-02,21525,25346,"USA: SC, ANDERSON",North America
MW483834.1,QQP58685.1,2021-01-03,21552,25373,"USA: MA, RICHLAND",North America
MW483833.1,QQP58673.1,2021-01-03,21552,25373,"USA: SC, RICHLAND",North America
MW483832.1,QQP58661.1,2021-01-03,21555,25376,"USA: SC, RICHLAND",North America
MW483831.1,QQP58649.1,2021-01-03,21525,25346,"USA: SC, RICHLAND",North America
MW483830.1,QQP58637.1,2021-01-03,21552,25373,"USA: SC, CHARLESTON",North America
MW483829.1,QQP58625.1,2021-01-03,21526,25347,"USA: SC, GREENVILLE",North America
MW483828.1,QQP58613.1,2021-01-03,21525,25346,"USA: SC, SPARTANBURG",North America
MW483827.1,QQP58601.1,2021-01-03,21551,25372,"USA: SC, SPARTANBURG",North America
MW483634.1,QQP48501.1,2020-10-22,21509,25330,"USA: CA, Madera County",North America
MW483632.1,QQP48477.1,2020-10-22,21542,25363,"USA: CA, Madera County",North America
MW483631.1,QQP48465.1,2020-10-22,21549,25370,"USA: CA, Madera County",North America
MW483630.1,QQP48453.1,2020-10-22,21524,25345,"USA: CA, Madera County",North America
MW483629.1,QQP48441.1,2020-10-21,21524,25345,"USA: CA, Madera County",North America
MW483627.1,QQP48417.1,2020-10-24,21551,25372,"USA: CA, Madera County",North America
MW483626.1,QQP48405.1,2020-10-24,21534,25355,"USA: CA, Madera County",North America
MW483625.1,QQP48393.1,2020-10-23,21554,25375,"USA: CA, Madera County",North America
MW483623.1,QQP48369.1,2020-10-28,21516,25337,"USA: CA, Madera County",North America
MW483622.1,QQP48357.1,2020-10-28,21546,25367,"USA: CA, Madera County",North America
MW483621.1,QQP48345.1,2020-10-28,21552,25373,"USA: CA, Madera County",North America
MW483620.1,QQP48333.1,2020-10-28,21515,25336,"USA: CA, Madera County",North America
MW483618.1,QQP48309.1,2020-10-28,21559,25380,"USA: CA, Madera County",North America
MW483617.1,QQP48297.1,2020-10-28,21546,25367,"USA: CA, Madera County",North America
MW483616.1,QQP48285.1,2020-10-28,21534,25355,"USA: CA, Madera County",North America
MW483615.1,QQP48273.1,2020-10-28,21546,25367,"USA: CA, Madera County",North America
MW483614.1,QQP48261.1,2020-10-28,21524,25345,"USA: CA, Madera County",North America
MW483613.1,QQP48249.1,2020-10-28,21550,25371,"USA: CA, Madera County",North America
MW483612.1,QQP48237.1,2020-10-28,21525,25346,"USA: CA, Madera County",North America
MW483611.1,QQP48225.1,2020-10-28,21524,25345,"USA: CA, Madera County",North America
MW483609.1,QQP48201.1,2020-10-28,21530,25351,"USA: CA, Madera County",North America
MW483608.1,QQP48189.1,2020-10-28,21557,25378,"USA: CA, Madera County",North America
MW483607.1,QQP48177.1,2020-10-28,21552,25373,"USA: CA, Madera County",North America
MW483604.1,QQP48141.1,2020-10-31,21514,25335,"USA: CA, Madera County",North America
MW483603.1,QQP48129.1,2020-11-03,21524,25345,"USA: CA, Madera County",North America
MW483601.1,QQP48105.1,2020-11-02,21513,25334,"USA: CA, Madera County",North America
MW483598.1,QQP48069.1,2020-07-17,21524,25345,"USA: CA, Madera County",North America
MW483596.1,QQP48045.1,2020-10-22,21516,25337,"USA: CA, Marin County",North America
MW483592.1,QQP47997.1,2020-06-11,21514,25335,"USA: CA, Marin County",North America
MW483591.1,QQP47985.1,2020-06-11,21558,25379,"USA: CA, Marin County",North America
MW483590.1,QQP47973.1,2020-06-11,21525,25346,"USA: CA, Marin County",North America
MW483589.1,QQP47961.1,2020-06-11,21558,25379,"USA: CA, Marin County",North America
MW483588.1,QQP47949.1,2020-06-11,21509,25330,"USA: CA, Marin County",North America
MW483587.1,QQP47937.1,2020-06-11,21553,25374,"USA: CA, Marin County",North America
MW483586.1,QQP47925.1,2020-06-11,21524,25345,"USA: CA, Marin County",North America
MW483585.1,QQP47913.1,2020-06-11,21509,25330,"USA: CA, Marin County",North America
MW483583.1,QQP47889.1,2020-06-11,21522,25343,"USA: CA, Marin County",North America
MW483582.1,QQP47877.1,2020-06-11,21518,25339,"USA: CA, Marin County",North America
MW483581.1,QQP47865.1,2020-09-10,21514,25335,"USA: CA, Contra Costa County",North America
MW483580.1,QQP47853.1,2020-08-20,21524,25345,"USA: CA, Contra Costa County",North America
MW483579.1,QQP47841.1,2020-11-02,21559,25380,"USA: CA, Orange County",North America
MW483578.1,QQP47829.1,2020-11-02,21525,25346,"USA: CA, Orange County",North America
MW483576.1,QQP47805.1,2020-11-02,21525,25346,"USA: CA, Orange County",North America
MW483575.1,QQP47793.1,2020-11-02,21525,25346,"USA: CA, Orange County",North America
MW483574.1,QQP47781.1,2020-11-02,21522,25343,"USA: CA, Orange County",North America
MW483573.1,QQP47769.1,2020-11-02,21514,25335,"USA: CA, Orange County",North America
MW483572.1,QQP47757.1,2020-10-28,21525,25346,"USA: CA, Orange County",North America
MW483571.1,QQP47745.1,2020-10-27,21522,25343,"USA: CA, Orange County",North America
MW483570.1,QQP47733.1,2020-10-26,21523,25344,"USA: CA, Orange County",North America
MW483569.1,QQP47721.1,2020-10-26,21524,25345,"USA: CA, Orange County",North America
MW483567.1,QQP47697.1,2020-09-09,21524,25345,"USA: CA, Alameda County",North America
MW483566.1,QQP47685.1,2020-09-09,21524,25345,"USA: CA, Alameda County",North America
MW483563.1,QQP47649.1,2020-09-09,21518,25339,"USA: CA, Alameda County",North America
MW483562.1,QQP47637.1,2020-09-09,21516,25337,"USA: CA, Alameda County",North America
MW483561.1,QQP47625.1,2020-09-08,21553,25374,"USA: CA, Alameda County",North America
MW483560.1,QQP47613.1,2020-09-04,21524,25345,"USA: CA, Alameda County",North America
MW483559.1,QQP47601.1,2020-09-03,21525,25346,"USA: CA, Alameda County",North America
MW483558.1,QQP47589.1,2020-09-03,21557,25378,"USA: CA, Alameda County",North America
MW483556.1,QQP47565.1,2020-09-03,21524,25345,"USA: CA, Alameda County",North America
MW483555.1,QQP47553.1,2020-09-03,21558,25379,"USA: CA, Alameda County",North America
MW483554.1,QQP47541.1,2020-09-03,21540,25361,"USA: CA, Alameda County",North America
MW483553.1,QQP47529.1,2020-09-03,21563,25384,"USA: CA, Alameda County",North America
MW483552.1,QQP47517.1,2020-09-02,21518,25339,"USA: CA, Alameda County",North America
MW483551.1,QQP47505.1,2020-09-02,21524,25345,"USA: CA, Alameda County",North America
MW483550.1,QQP47493.1,2020-09-02,21524,25345,"USA: CA, Alameda County",North America
MW483548.1,QQP47469.1,2020-09-02,21539,25360,"USA: CA, Alameda County",North America
MW483546.1,QQP47445.1,2020-09-02,21524,25345,"USA: CA, Alameda County",North America
MW483544.1,QQP47421.1,2020-09-01,21526,25347,"USA: CA, Alameda County",North America
MW483542.1,QQP47397.1,2020-08-31,21561,25382,"USA: CA, Alameda County",North America
MW483540.1,QQP47373.1,2020-08-31,21546,25367,"USA: CA, Alameda County",North America
MW483534.1,QQP47301.1,2020-05-13,21551,25372,"USA: CA, Alameda County",North America
MW483532.1,QQP47277.1,2020-05-13,21516,25337,"USA: CA, Alameda County",North America
MW483530.1,QQP47253.1,2020-05-13,21542,25363,"USA: CA, Alameda County",North America
MW483527.1,QQP47217.1,2020-05-21,21548,25369,"USA: CA, Alameda County",North America
MW483523.1,QQP47169.1,2020-04-30,21546,25367,"USA: CA, Alameda County",North America
MW483522.1,QQP47157.1,2020-04-30,21524,25345,"USA: CA, Alameda County",North America
MW483520.1,QQP47133.1,2020-04-30,21561,25382,"USA: CA, Alameda County",North America
MW483519.1,QQP47121.1,2020-04-30,21519,25340,"USA: CA, Alameda County",North America
MW483518.1,QQP47109.1,2020-05-01,21524,25345,"USA: CA, Alameda County",North America
MW483515.1,QQP47073.1,2020-05-02,21525,25346,"USA: CA, Alameda County",North America
MW483514.1,QQP47061.1,2020-05-02,21525,25346,"USA: CA, Alameda County",North America
MW483513.1,QQP47049.1,2020-05-02,21525,25346,"USA: CA, Alameda County",North America
